,accuracy,loss,val_accuracy,val_loss
0,0.5844439268112183,0.7299829721450806,0.6650640964508057,0.6087223291397095
1,0.6896631121635437,0.5857068300247192,0.7043269276618958,0.5707452893257141
2,0.6953125,0.5615049600601196,0.7023237347602844,0.5706620812416077
3,0.7238117456436157,0.5514729022979736,0.713942289352417,0.5728609561920166
4,0.7468979954719543,0.5153449773788452,0.7143429517745972,0.5555470585823059
5,0.8125,0.4139614701271057,0.7287660241127014,0.5575569272041321
6,0.7691509127616882,0.4884907901287079,0.7327724099159241,0.5467759966850281
7,0.7818244695663452,0.47099804878234863,0.7271634340286255,0.5494870543479919
8,0.796875,0.45594465732574463,0.7363781929016113,0.5273351669311523
9,0.8022611737251282,0.43940165638923645,0.7175480723381042,0.5580103397369385
10,0.802619457244873,0.4323827922344208,0.7147436141967773,0.5650386810302734
11,0.7734375,0.4475301504135132,0.7023237347602844,0.5714946389198303
12,0.8131893277168274,0.41478630900382996,0.7427884340286255,0.5351849794387817
13,0.8236040472984314,0.403338760137558,0.7215544581413269,0.562512218952179
14,0.8359375,0.4311208128929138,0.723557710647583,0.5500502586364746
15,0.8394990563392639,0.3770844638347626,0.7067307829856873,0.6057958006858826
16,0.8450623154640198,0.36663368344306946,0.7203525900840759,0.5698514580726624
17,0.7890625,0.4254780411720276,0.7455929517745972,0.5592144727706909
18,0.8529072403907776,0.3562365174293518,0.7287660241127014,0.5876979231834412
19,0.8637408018112183,0.33539316058158875,0.7303686141967773,0.573150634765625
20,0.8828125,0.29922130703926086,0.7335737347602844,0.5646788477897644
21,0.8759806156158447,0.31368646025657654,0.739182710647583,0.559514045715332
22,0.876838207244873,0.31197816133499146,0.7339743375778198,0.5959815979003906
